City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
165,arawa,-6.2132,155.5367,31.72,58,86,2.75,PG,1676081348
166,shestakovo,56.4915,103.96,-18.95,98,97,1.36,RU,1676081349
167,elko,41.0002,-115.5012,-3.86,79,55,0.89,US,1676081349
168,clinton,42.587,-82.9199,0.57,73,100,5.66,US,1676081350
169,roald,62.5833,6.1333,7.51,87,100,2.57,NO,1676081350
170,husavik,66.0449,-17.3389,3.04,73,96,8.05,IS,1676081351
171,dubai,25.2582,55.3047,15.14,82,20,2.57,AE,1676081069
172,muzhi,65.3667,64.6667,-10.22,96,71,3.88,RU,1676081352
173,nikolayevka,53.1257,47.2041,-8.09,91,80,5.87,RU,1676081139
174,turukhansk,65.8167,87.9833,-11.73,94,100,7.63,RU,1676081353
175,kahului,20.8947,-156.47,25.17,72,40,10.8,US,1676081354
176,lavrentiya,65.5833,-171.0,-28.48,87,34,4.74,RU,1676081354
177,luang prabang,19.8856,102.1347,25.5,41,4,0.61,LA,1676081355
178,ahipara,-35.1667,173.1667,20.69,74,100,6.89,NZ,1676081356
179,nabire,-3.3667,135.4833,29.44,66,93,1.85,ID,1676081356
180,te anau,-45.4167,167.7167,20.05,45,53,0.73,NZ,1676081357
181,batticaloa,7.7102,81.6924,24.23,75,100,1.06,LK,1676081357
182,kruisfontein,-34.0033,24.7314,16.91,95,10,2.45,ZA,1676081358
183,tuktoyaktuk,69.4541,-133.0374,-26.83,93,100,6.2,CA,1676081359
184,san patricio,28.017,-97.5169,13.92,43,3,5.76,US,1676081359
185,giddalur,15.35,78.9167,21.13,64,100,0.93,IN,1676081360
186,luderitz,-26.6481,15.1594,16.75,97,59,1.74,NA,1676081361
187,lafiagi,8.8667,5.4167,26.13,21,0,1.18,NG,1676081361
188,suntar,62.1444,117.6319,-30.35,97,90,1.2,RU,1676081362
189,samana,19.2056,-69.3369,23.67,79,3,4.89,DO,1676081362
190,orel-izumrud,43.4583,39.9244,4.01,87,100,2.0,RU,1676081363
191,belmonte,-15.8631,-38.8828,25.0,89,0,3.61,BR,1676081081
192,vila,42.0304,-8.1588,2.61,56,0,2.21,PT,1676081364
193,voyinka,45.8699,33.9914,-4.33,69,77,2.67,UA,1676081364
194,san angelo,31.4638,-100.437,6.17,41,0,2.06,US,1676081302
195,necochea,-38.5473,-58.7368,26.06,58,87,6.79,AR,1676081160
196,turayf,31.6725,38.6637,2.51,48,0,7.39,SA,1676081365
197,urengoy,65.9667,78.3667,-12.0,95,76,5.89,RU,1676081366
198,mount isa,-20.7333,139.5,32.87,40,9,6.17,AU,1676081366
199,noyabrsk,63.1994,75.4507,-12.56,95,100,8.21,RU,1676081367
200,mar del plata,-38.0023,-57.5575,24.01,100,0,3.6,AR,1676081197
201,cartagena del chaira,1.3349,-74.8429,24.23,76,100,1.5,CO,1676081368
202,japura,-0.3167,102.35,26.62,81,87,2.09,ID,1676081368
203,praia da vitoria,38.7333,-27.0667,13.2,91,5,3.2,PT,1676081369
204,constantine,36.365,6.6147,0.67,86,40,1.54,DZ,1676081370
205,porto santo,33.072,-16.3415,16.21,77,40,5.14,PT,1676081370
206,hamilton,39.1834,-84.5333,2.35,81,0,2.06,US,1676081056
207,ugoofaaru,5.6667,73.0,26.52,76,38,2.65,MV,1676081371
208,puerto del rosario,28.5004,-13.8627,16.86,88,75,9.26,ES,1676081371
209,koslan,63.4564,48.8989,-5.31,91,100,5.17,RU,1676081372
210,sept-iles,50.2001,-66.3821,-10.0,84,100,5.14,CA,1676081140
211,pucallpa,-8.3791,-74.5539,27.02,83,0,1.54,PE,1676081318
212,vardo,70.3705,31.1107,-7.01,73,40,10.29,NO,1676081373
213,souillac,-20.5167,57.5167,24.45,78,1,3.88,MU,1676081374
214,lac du bonnet,50.2536,-96.0612,-3.77,84,92,4.89,CA,1676081374
215,aklavik,68.2191,-135.0107,-23.74,98,100,5.17,CA,1676081375
216,port hardy,50.6996,-127.4199,5.17,90,92,5.5,CA,1676081376
217,eureka,40.8021,-124.1637,8.47,93,100,1.97,US,1676081376
218,mao,39.8885,4.2658,4.31,75,0,2.06,ES,1676081377
219,saldanha,-33.0117,17.9442,20.51,63,0,1.44,ZA,1676081377
220,avera,33.194,-82.5271,13.08,73,100,1.93,US,1676081378
221,ponta do sol,32.6667,-17.1,13.89,79,100,4.29,PT,1676081378
222,buala,-8.145,159.5921,29.38,69,99,0.98,SB,1676081379
223,sakakah,29.9697,40.2064,5.76,43,50,6.03,SA,1676081200
224,haines junction,60.7522,-137.5108,-13.58,98,90,1.55,CA,1676081380
225,sovetskiy,61.3614,63.5842,-10.4,96,100,3.49,RU,1676081380
226,vilyuysk,63.7553,121.6247,-38.57,97,94,0.76,RU,1676081381
227,iqaluit,63.7506,-68.5145,-35.17,66,38,2.24,CA,1676081381
228,port macquarie,-31.4333,152.9167,29.38,56,0,3.92,AU,1676081382
229,bathsheba,13.2167,-59.5167,24.92,75,13,9.53,BB,1676081383
230,sorong,-0.8833,131.25,28.2,72,100,3.01,ID,1676081124
231,dukat,62.55,155.55,-28.06,79,100,1.5,RU,1676081383
232,zhuzhou,27.8333,113.15,8.22,91,100,1.5,CN,1676081384
233,matagami,49.7502,-77.6328,-17.19,96,77,3.32,CA,1676081385
234,rio grande,-32.035,-52.0986,24.38,80,0,6.53,BR,1676081385
235,along,28.1667,94.7667,13.6,85,100,0.36,IN,1676081386
236,algiers,36.7525,3.042,3.9,87,20,1.54,DZ,1676081214
237,bijar,35.8668,47.6051,-19.56,99,76,0.94,IR,1676081387
238,acarau,-2.8856,-40.12,26.59,81,98,6.32,BR,1676081387
239,sao filipe,14.8961,-24.4956,21.16,76,100,3.21,CV,1676081388
240,yellowknife,62.456,-114.3525,-17.47,84,100,5.36,CA,1676081388
241,chirongui,-12.9319,45.1483,27.96,76,100,5.11,YT,1676081389
242,yulara,-25.2406,130.9889,36.57,16,0,4.45,AU,1676081389
243,novocheremshansk,54.3571,50.1666,-11.42,94,94,4.55,RU,1676081390
244,vao,-22.6667,167.4833,26.56,76,82,16.79,NC,1676081390
245,matca,45.85,27.5333,-6.44,83,11,1.99,RO,1676081391
246,codrington,-38.2667,141.9667,24.22,50,22,6.59,AU,1676081391
247,kloulklubed,7.0419,134.2556,26.28,76,100,4.21,PW,1676081392
248,berlevag,70.8578,29.0864,-2.0,86,40,8.75,NO,1676081392
249,qaanaaq,77.484,-69.3632,-29.36,68,13,1.22,GL,1676081393
250,semey,50.4111,80.2275,-13.88,66,0,7.0,KZ,1676081393
251,kiunga,-6.1219,141.2906,31.67,57,89,1.71,PG,1676081394
252,walvis bay,-22.9575,14.5053,17.92,90,5,2.29,NA,1676081394
253,bandarbeyla,9.4942,50.8122,24.54,67,83,8.56,SO,1676081395
254,keti bandar,24.1447,67.4497,20.55,84,0,4.09,PK,1676081395
255,pevek,69.7008,170.3133,-31.49,92,100,2.82,RU,1676081396
256,sao lourenco do sul,-31.3653,-51.9783,22.85,85,0,4.33,BR,1676081151
257,solnechnyy,50.7214,136.6319,-14.84,84,93,1.4,RU,1676081396
258,muyezerskiy,63.9333,31.65,-5.79,90,100,5.23,RU,1676081397
259,tshikapa,-6.4167,20.8,23.14,79,100,0.56,CD,1676081397
260,nyandoma,61.669,40.1991,-3.29,95,100,4.84,RU,1676081398
261,ambulu,-8.345,113.6058,27.75,76,94,0.2,ID,1676081398
262,auki,-8.7676,160.7034,29.92,65,100,2.46,SB,1676081399
263,sinor,21.9167,73.3333,16.01,40,0,0.46,IN,1676081400
264,sangar,63.9242,127.4739,-37.44,89,75,0.58,RU,1676081400
265,barcelos,41.5388,-8.6151,10.08,62,0,2.91,PT,1676081401
266,tazovskiy,67.4667,78.7,-12.44,95,96,5.05,RU,1676081402
267,otjiwarongo,-20.4637,16.6477,19.06,61,32,2.24,NA,1676081403
268,yumen,40.2833,97.2,-2.89,43,100,3.07,CN,1676081404
269,araouane,18.9048,-3.5265,24.12,12,25,3.21,ML,1676081404
270,makakilo city,21.3469,-158.0858,26.18,52,0,13.89,US,1676081405
271,goderich,43.7501,-81.7165,-0.61,74,100,12.88,CA,1676081406
272,sao gabriel da cachoeira,-0.1303,-67.0892,22.81,98,71,0.7,BR,1676081406
273,velsk,61.0701,42.0983,-2.46,90,100,5.31,RU,1676081407
274,acapulco,16.8634,-99.8901,27.9,65,0,2.57,MX,1676081408
275,karratha,-20.7377,116.8463,32.24,58,5,8.21,AU,1676081408
276,kokopo,-4.352,152.2633,26.49,80,100,1.67,PG,1676081409
277,louis trichardt,-23.0439,29.9032,19.34,98,100,2.21,ZA,1676081410
278,estelle,29.8458,-90.1067,13.33,81,100,2.06,US,1676081411
279,vila franca do campo,37.7167,-25.4333,12.23,90,50,1.83,PT,1676081411
280,phuket,8.0,98.25,28.12,78,20,3.6,TH,1676081412
281,killybegs,54.6333,-8.45,8.93,84,100,5.91,IE,1676081351
282,saint anthony,45.0205,-93.218,-4.04,74,0,4.63,US,1676081414
283,taree,-31.9,152.4667,32.81,63,1,2.52,AU,1676081415
284,puerto escondido,15.85,-97.0667,26.46,73,0,1.54,MX,1676081415
285,olafsvik,64.8945,-23.7142,4.31,84,100,10.11,IS,1676081416
286,dezhou,37.4486,116.2925,6.36,69,7,4.7,CN,1676081416
287,tatarsk,55.219,75.9828,-24.4,100,28,2.45,RU,1676081417
288,russell,32.3502,-85.1999,12.57,87,0,2.57,US,1676081417
289,progreso,21.2833,-89.6667,25.62,83,82,4.81,MX,1676081418
290,lidkoping,58.5052,13.1577,6.34,90,100,9.55,SE,1676081419
291,chara,56.9064,118.2631,-18.58,83,96,0.53,RU,1676081420
292,luganville,-15.5333,167.1667,30.61,69,85,4.35,VU,1676081420
293,asfi,32.2994,-9.2372,14.91,67,81,1.67,MA,1676081421
294,moreira sales,-24.0622,-53.0069,20.4,96,5,3.01,BR,1676081422
295,calabozo,8.9242,-67.4293,27.83,50,20,4.71,VE,1676081422
296,machali,-34.1833,-70.6667,22.28,30,0,0.36,CL,1676081423
297,maltahohe,-24.8333,16.9833,23.81,31,60,5.74,NA,1676081424
298,sabha,27.0377,14.4283,7.47,42,5,4.19,LY,1676081424
299,cockburn town,21.4612,-71.1419,24.98,69,40,6.17,TC,1676081425
300,pitsunda,43.1592,40.3378,4.1,79,99,1.05,GE,1676081426
301,touros,-5.1989,-35.4608,26.71,70,37,5.79,BR,1676081426
302,batagay,67.6333,134.6333,-44.2,97,76,0.45,RU,1676081427
303,abu samrah,35.3029,37.1841,3.71,74,85,3.09,SY,1676081427
304,sobolevo,54.4299,31.8996,-6.07,95,78,4.43,RU,1676081428
305,antalaha,-14.9003,50.2788,22.46,91,48,2.38,MG,1676081429
306,takapau,-40.0333,176.35,21.52,52,100,4.16,NZ,1676081429
307,gagret,31.6667,76.0667,11.1,80,3,1.9,IN,1676081320
308,cedar falls,42.5278,-92.4455,-3.01,80,0,1.34,US,1676081422
309,provideniya,64.3833,-173.3,-26.42,88,100,3.18,RU,1676081430
310,makinsk,52.6292,70.4169,-23.74,100,94,2.27,KZ,1676081431
311,chase,50.8165,-119.6857,1.16,97,100,1.0,CA,1676081432
312,isangel,-19.55,169.2667,27.79,88,100,10.44,VU,1676081432
313,kuusamo,65.9667,29.1833,-14.98,92,0,2.06,FI,1676081433
314,nanakuli,21.3906,-158.1547,26.97,44,0,13.89,US,1676081433
315,pointe-noire,-4.7761,11.8635,25.71,85,100,1.93,CG,1676081434
316,dembi dolo,8.5333,34.8,18.67,44,55,1.58,ET,1676081434
317,nouadhibou,20.931,-17.0347,17.54,82,0,6.3,MR,1676081435
318,qaqortoq,60.7167,-46.0333,-18.68,93,9,1.39,GL,1676081435
319,north bend,43.4065,-124.2243,9.92,94,100,5.66,US,1676081436
320,coswig,51.1333,13.5833,2.85,83,0,4.63,DE,1676081437
321,kavieng,-2.5744,150.7967,27.23,84,100,6.83,PG,1676081437
322,bakchar,57.0186,82.0711,-25.32,99,12,1.19,RU,1676081438
323,bitkine,11.9801,18.2138,22.36,11,5,2.95,TD,1676081438
324,botshabelo,-29.2702,26.7052,14.64,90,100,1.57,ZA,1676081439
325,pacific grove,36.6177,-121.9166,12.51,79,75,5.36,US,1676081439
326,maraa,-1.8333,-65.3667,23.19,95,76,1.09,BR,1676081440
327,katsuura,35.1333,140.3,11.03,54,2,7.79,JP,1676081337
328,cortez,37.3489,-108.5859,-1.28,63,0,2.57,US,1676081441
329,chokurdakh,70.6333,147.9167,-45.4,99,69,2.04,RU,1676081441
330,pathein,16.7833,94.7333,25.41,58,0,4.93,MM,1676081442
331,torbay,47.6666,-52.7314,-3.57,93,100,4.02,CA,1676081442
332,maxixe,-23.8597,35.3472,25.0,93,100,3.0,MZ,1676081443
333,clyde river,70.4692,-68.5914,-33.71,87,4,2.68,CA,1676081444
334,medicine hat,50.0501,-110.6683,3.73,74,100,6.65,CA,1676081444
335,naze,28.3667,129.4833,16.14,63,90,1.47,JP,1676081445
336,maumere,-8.6199,122.2111,28.04,74,94,1.85,ID,1676081445
337,santo augusto,-27.8508,-53.7772,22.69,65,63,4.31,BR,1676081446
338,ejutla de crespo,16.5667,-96.7333,20.53,68,3,1.31,MX,1676081446
339,tessalit,20.1986,1.0114,22.77,14,82,3.65,ML,1676081447
340,cabedelo,-6.9811,-34.8339,25.37,72,100,5.48,BR,1676081448
341,sabak,3.7675,100.9875,23.37,97,100,1.25,MY,1676081448
342,san jeronimo,-11.9472,-75.2829,11.6,83,100,1.49,PE,1676081449
343,cukai,4.25,103.4167,27.43,78,28,2.77,MY,1676081449
344,taltal,-25.4,-70.4833,20.56,81,8,0.33,CL,1676081420
345,tokoroa,-38.2333,175.8667,23.3,53,100,2.68,NZ,1676080856
346,richards bay,-28.783,32.0377,22.29,92,100,5.06,ZA,1676081450
347,manggar,-2.8833,108.2667,28.42,75,100,5.68,ID,1676081451
348,elizabeth city,36.2946,-76.2511,15.01,68,75,3.09,US,1676081451
349,calderitas,18.55,-88.25,24.05,84,0,3.41,MX,1676081452
350,belaya kholunitsa,58.84,50.8528,-8.92,92,100,5.26,RU,1676081452
351,la romana,18.4273,-68.9728,24.2,83,75,0.0,DO,1676081453
352,vigrestad,58.5667,5.7,7.82,91,100,10.76,NO,1676081453
353,kununurra,-15.7667,128.7333,25.99,89,100,5.66,AU,1676081454
354,latung,5.5,120.8833,27.31,75,78,1.82,PH,1676081454
355,panjab,34.388,67.0233,-25.89,100,63,2.38,AF,1676081455
356,mayor pablo lagerenza,-19.9309,-60.7718,24.22,88,97,2.05,PY,1676081456
357,kirovskiy,45.0917,133.5136,-5.23,89,99,1.18,RU,1676081456
358,saint-joseph,-21.3667,55.6167,24.21,79,8,3.81,RE,1676081457
359,victor harbor,-35.5667,138.6167,23.33,57,8,0.45,AU,1676081457
360,miri,4.4148,114.0089,27.24,82,98,2.87,MY,1676081456
361,harper,4.375,-7.7169,26.0,85,3,1.41,LR,1676081362
362,batsfjord,70.6345,29.7185,-3.04,86,100,5.14,NO,1676081458
363,lorengau,-2.0226,147.2712,27.64,76,100,2.9,PG,1676081459
364,coos bay,43.3665,-124.2179,9.96,94,100,5.66,US,1676081459
365,puerto gaitan,4.3133,-72.0816,29.3,46,100,4.36,CO,1676081460
366,boulder,40.0833,-105.3505,1.54,51,0,0.89,US,1676081460
367,belaya rechka,43.4381,43.535,-5.1,74,99,2.37,RU,1676081461
368,parabel,58.6978,81.4825,-21.27,96,19,2.91,RU,1676081461
369,gamba,-2.65,10.0,25.77,90,100,2.87,GA,1676081462
370,gejiu,23.306,103.1635,12.78,37,5,3.12,CN,1676081462
371,burgersdorp,-30.9977,26.3286,15.18,75,100,3.96,ZA,1676081463
372,liverpool,53.4106,-2.9779,10.08,85,100,5.66,GB,1676081397
373,mount vernon,40.9126,-73.8371,9.53,53,75,6.17,US,1676081338
